ID,工单编号,行业分类1级,行业分类2级,行业分类3级,行业分类4级,诉求内容,原处置单位,处置单位,单位类别
11613,20180114270078,工商(消保),其他,其他,其他,市民来电反映:10月份在秀英区南海大道233号的九兴汽车4S店定了一台车，交了1000元的押金，因资金不到位无法购买，故要求退还押金，但是4S店不同意，故要求工商局到场协商。请工商局核实处理，谢谢（请职能局按规定在30分钟内联系群众，响应处置）,海口工商局,工商局,0
11668,20180113255631,住房保障,物业服务管理,停水,抢修,市民来电咨询: 海垦路电信小区停水的原因。,海口威立雅水务有限公司,威立雅水务有限公司,4
11684,20180114267249,城乡建设,道路维护,路面拓宽,其他,"市民来电反映: 龙华区东湖路在2017年12月13日施工修路前已登报告知该路段会在一个月内进行完工，但至今为止该路段的路基都还未完成，已严重影响市民出行，故来电投诉并要求告知施工完毕的时限，请海口旅游文化投资控股集团有限公司核实处理!（请职能局按规定在30分钟内联系市民，响应处置）2018-01-09海口旅游文化投资控股集团有限公司：我司于2018年1月9日08:47时接到派件，因无诉求人联系方式，经现场核实，诉求人反映情况属实，该处属于三角池改造项目范围，目前该路段施工正按原定计划进行推进，并保证在2018年1月13日完成功能性通车，施工期间给市民带来的不便，敬请谅解！现场如需帮助，请致电现场联系人：张俊，联系方式：13617519758。（工单编号20180109205666）。
市民再次来电：海口旅游文化投资控股集团有限公司保证在2018年1月13日完成功能性通车，但是到2018年1月14日都没有通车，故咨询是该问题是什么情况。请海口旅游文化投资控股集团有限公司核实处理！（请职能局按规定在30分钟内响应处置）。
",海口旅游文化投资控股集团有限公司,旅游文化投资控股集团有限公司,4
11710,20180113256810,城管问题,扩展事件,旅客投诉,机场,市民来电咨询:机场客服电话的问题 ,海口美兰国际机场,美兰国际机场,4
11717,20180113257971,其他,其他,其他,其他,工商局来电咨询: 政府工单号：20180110225383如何回复？,海口工商局,工商局,0
11719,20180114269811,司法行政,其他,其他,其他,"市民来电反映: 40路公交车到港澳大道站不停车，请海口市公共交通集团有限公司核实处理！（请职能局按规定在30分钟内联系市民，响应处置）。
",海口市公共交通集团有限公司,公共交通集团有限公司,4
11728,20180113258232,交通港口,公交巴士,服务规范,司机态度,市民来电反映: 其在友谊阳光城附近等待红绿灯，有一辆4路公交车(琼A1668X)司机不文明的驾驶插队，故来电反映。请公共交通集团核实处理！（请职能局按规定在30分钟内联系市民，响应处置）,海口市公共交通集团有限公司,公共交通集团有限公司,4
11743,20180114269211,其他,其他,其他,其他,市民来电反映: 投诉热水器有质量问题,海口工商局,工商局,0
11750,20180113258145,教育,其他,其他,其他,市民来电咨询: 其是外省户籍（搬来几个月没有居住证），目前租住在秀英区椰海大道周仁村，现在需要准备什么材料孩子才能就读这边的小学？是否有什么条件？请秀英区政府核实处理！（请职能局按规定在30分钟内联系市民，响应处置）                         ,秀英区教育局,教育局,0
11757,20180113258662,城乡建设,道路维护,路面养护,坑洼,市民来电建议: 整条丘海大道路面坑车辆通行困难，希望近期将坑洼填补。请市政工程维修公司核实处理！（请职能局按规定在30分钟联系市民，响应并处置！）,市政工程维修公司,市政工程维修公司,4
11765,20180114265482,工商(消保),工商监管,其他许可,其他许可,市民公众号反映：在琼山区椰海新城一楼商铺千方药品超市售卖的安全套大部分无规格说明，涉嫌伪劣商品，请职能局核实处理，谢谢！（请职能局按规定在30分钟内核实处理，响应处置）,海口工商局,工商局,0
11781,20180114269166,城管问题,扩展事件,旅客投诉,汽车站,市民来电反咨询: 汽车南站今天是否发班,海南海汽运输集团股份有限公司,海汽运输集团股份有限公司,4
11803,20180114267314,城管问题,扩展事件,旅客投诉,公交车,市民来电反映: 其在龙华门诊部（往灵山方向）等待43路的问题,海口市公共交通集团有限公司,公共交通集团有限公司,4
11835,20180112251233,纪检监察,其他,其他,其他,"市民微信反映: 海口市灵山镇新管小学校长（李海明）利用职务之便把自己亲弟媳（龙小梅）招来代课，该老师没有教师资格证。故投诉该校长滥用职权。请美兰区教育局核实处理。（请职能局按规定在30分钟内联系市民，响应处置）
2018-01-04 美兰区教育局回复:海口市灵山镇中心小学回复：1、招聘代课教师是由灵山中心校统一招聘，择优录用，并且由灵山中心校与代课教师签订合同，工资由中心校统一发放，非是新管小学滥用职权私下招聘代课教师。2、龙小梅具有中师毕业证书，多年来一直龙泉镇当代课教师。3、尤小梅有教师资格证，但遗失了，现正在通过有关渠道补办。此复！（工单编号20180103136278）
市民再次微信反映：其对此答复不满意，招聘老师首先需要满足有教师资格证才能招聘，教育法，教师资格条律规定没有教师资格证是否能当老师？请美兰区政府核实处理！（请职能局按规定在30分钟内联系市民，响应处置）
2018-01-05 美兰区教育局答复：办件编号9600美兰区教育局回复市民：经美兰区教育局核查，该名教师由灵山镇中心小学统一招聘分配到新管小学，工资由中心小学统一发放。该名教师为中师毕业，有过任教经历，没有教师资格证。因新管小学是农村学校缺编多，其中一位教师有病休养，学校缺人上课，且代课工资才1500，无法招聘到具有教师资格证的人进村任教。因该教师为中师毕业且有任教经历，可以担任教师工作，故由中心校聘用为新管小学临时代课老师。随着我区教育事业的不断发展，这样的情况将会逐步解决。谢谢您对美兰教育的关心与支持！
（工单号：20180104159600）
市民再次微信反映：其表示对以上答复不满意，这个结果从头到尾没有承认龙小梅是不是李海明校长的亲弟媳，还有进修学校出来的应该是结业证书，不是中师毕业。还有没有教师资格证能不能招聘这个问题也没有回答。请美兰区教育局核实处理。（请职能局按规定在30分钟内联系市民，响应处置）",美兰区教育局,教育局,0
11845,20180111229835,部件,公共设施,通讯交接箱,联通公司,市民云反映：秀英区海秀街道办事处东方洋社区居委会海悦东方小区1月11日早上b2栋电梯出现困人的情况，其手机是联通卡但是无法收到联通信号，致使被困人无法与外界联系，希望联通能解决电梯联通信号覆盖的问题，请中国联通核实处理，谢谢（请职能局按规定在30分钟内联系群众，响应处置）,中国联合网络通信股份有限公司海南分公司,中国联合网络通信股份有限公司,4
11855,20180113260381,交通港口,汽车客运,票务,其他,市民微信建议：西线的动车站离县城基本都很远，坐动车不方便，但是汽车客运总站的汽车只有海口到崖城的车，故建议增加汽车总站到西线各市县的车次，请海汽集团核实处理！（请职能局按规定在30分钟内联系市民，响应处置）,海南海汽运输集团股份有限公司,海汽运输集团股份有限公司,4
11865,20180114266535,工商(消保),其他,其他,其他,"市工商局来电咨询：政府工单号20180111240537《关于海甸二东路海甸城负一楼万家惠超市不予市民刷卡消费的问题》市民电话的问题
工单内容:
市民来电反映:其于1月11日19:30分在美兰区海甸二东路海甸城负一楼万家惠超市消费10元（靠近人民桥），但是店家却不予其刷卡消费，故来电投诉。请工商局核实处理。
（请职能局按规定在30分钟内联系市民，响应处置）",海口工商局,工商局,0
11870,20180112249311,工商(消保),其他,其他,其他,市民来电反映: 其表示在海口龙华区大同路3号东林维修部，进行修理面包机费用110元，其修理过后还是不好使用，不能启动不能操作，认为存在欺骗，希望能退款，请工商局核实处理，谢谢！（请职能局按规定在30分钟内联系市民，响应处置）,海口工商局,工商局,0
